Cell_ID,Centroid_X,Centroid_Y
23be065d-e2c7-43ee-9176-2b17ae113ee3,-888.8850135000002,-841.8657319999998
b24cdd7f-2c2d-4033-b8f1-f716d973f384,-886.4943245,-856.2878740000001
3179855a-7704-4cd3-a2b5-0d8bfa679570,-883.8659415000002,-905.1131569999998
904f31c8-118b-4cd3-88e0-41820f3b5a69,-882.5331434999998,-883.3656959999998
6ae22fff-4f8a-4cf6-b9ec-fca4f191772b,-878.4385725000002,-854.6006239999997
b08c3c74-2f45-4456-bcaf-e883084ea4d9,-876.5684715000002,-913.6318059999999
46bb21fc-f4fd-4643-9ba5-757818d7c45e,-873.1343345,-935.9327479999997
d3dc84e8-4f15-4bce-bdea-7fe046cc0700,-873.1409635,-772.3787889999999
a1df4638-73da-4570-8179-ba5cfb6d31ec,-872.0729055000002,-864.962575
fc216c13-dfd1-4a1f-ad9c-9cca91df3941,-870.5186575000002,-831.821019
16ec144e-596d-4101-94a8-d9fd3de4f6e6,-868.2061564999999,-902.7677439999998
3ae388d7-8964-4d0b-bea5-e30b9b8bd7ae,-857.3569444999998,-753.923933
96e46af5-2cbb-4929-b5d4-b8c0420ab028,-849.3731845000002,-819.0176919999999
ffb4a3b9-00d7-4b29-9361-953ca22829a2,-852.5456355000001,-863.575374
af8d897b-87aa-4196-acb4-ae2d3ee05fd7,-850.4439845000002,-777.5959239999997
1ff388cc-6678-4554-abb0-a0418d5ce142,-845.8459225000001,-888.3093589999999
e5f6cea9-b88e-44f6-ba42-266d16bcd45b,-842.2122614999998,-897.546531
cfab2a4b-4709-43bf-afab-97a96a06d702,-840.7166855,-925.0486029999997
0a7ad91b-e5bd-4ebe-acc2-67271f0c59ef,-836.5408674999999,-936.960908
cbd6bab6-ac26-4a17-af4d-94bd8fbc288b,-828.6529224999999,-758.8845999999999
265a0063-c6aa-419c-aa8b-8ad4b71e40d6,-828.5611494999998,-847.358866
ea910b0b-42cc-4f62-8590-3263f70a618e,-824.4678855000002,-897.499112
