Cell_ID,Centroid_X,Centroid_Y
9ecbfb96-7809-467c-830e-a82e45c1551f,-898.363568,-861.65850188
eb48ded9-fa25-4753-b529-56c4b0148186,-893.0312179999999,-789.9203784800001
da0668bb-cb1b-4062-99c3-aa845501c320,-886.7436529999998,-810.5600551800001
824bc22d-6a0c-4310-95e2-ea8eca9a8be8,-885.4678719999999,-827.89541968
e2fbed90-248f-4375-a5b8-6bbe06fd3a93,-878.1083489999999,-818.2420505800001
9d2c956e-3f8e-4dfa-810e-130ae428e11a,-872.388005,-938.42062678
8728fa0c-ca69-4b79-b3ca-be6411317d01,-870.8457759999999,-907.33064388
8c4aa753-e4fe-474e-8e2c-1cde5d49e02a,-869.7248050000001,-838.4743297800001
7ba8c9a9-813d-49ac-81d0-861b4b8ad273,-868.6126159999997,-820.96116768
186cc2d2-c3d2-45f7-b418-a5d8a28fcad3,-854.5145930000001,-828.8085482800001
894860db-e39f-4f8f-af33-9c62ae01aaa9,-849.0621549999998,-886.51911368
278103dd-2d1a-45c7-b9fb-e8ea33c30864,-839.4380369999997,-882.25009048
ec6874d9-1745-4544-a320-52ba1aeea8a6,-832.3733019999997,-811.5365190800001
71b1408c-4195-4070-b23d-8da1513d0cff,-833.3479599999998,-857.08550188
0db35a10-4602-41f6-8f87-ee5723c19016,-831.4622309999997,-944.67890248
1f8872a2-bd05-4317-8b85-fafaceec3628,-826.8797039999997,-843.0895808800001
b6ec0953-13bb-4469-a9cf-1d2cd7878930,-818.7985309999997,-938.71449198
f25749b2-8fea-407b-827d-627458eb1475,-818.4723329999999,-825.8238033800001
6da8e4b4-3a57-4d9b-ba54-59bf20577328,-813.521023,-843.16038788
a03e6dc6-29de-4478-9324-a77ac727eeca,-811.531138,-866.8809294800001
2424c258-f889-41ce-b978-94b58113eb6e,-808.5677979999998,-908.87224368
1f9e3175-f8ef-42bc-9b1c-3c3b66a7d7ab,-796.6421210000001,-830.13779488
bf40db69-6e9b-4dd2-a16a-e8cc48d49793,-789.4907409999998,-916.38567618
