Cell_ID,Centroid_X,Centroid_Y
a20c1a94-7bd7-4d64-ada9-ae6279196b85,-889.8087479999999,-822.0069329
049c50f3-ccca-4012-9b7a-abf8d5ece1f3,-882.4791849999997,-796.312189
b42f2e06-5cec-48a8-adaa-ebecf271d1e3,-875.5623499999997,-835.6907173000001
0b33c7dd-df35-4834-9a41-c31633449488,-878.7560779999999,-903.3148944000001
44a19a56-10b8-4e40-9dc1-3d6269a427ed,-854.6083679999997,-847.2911201000001
df5a1ef2-9195-4fee-a4ee-1413bed43d09,-857.371075,-784.4450707000001
04c85d19-debc-4303-b68d-6da44662040b,-849.6940059999997,-875.3597923000001
cf847945-d3ba-4245-9f41-cdf27632059d,-848.7622779999997,-827.6757958000001
8ab7774f-d7a1-4f16-b443-80477dd4bceb,-850.660453,-803.2357271000001
dc10fa08-5ce2-4fcc-b52b-ebc26ce3f0a8,-845.1830019999998,-763.9013728
4cdde54e-215b-4afd-ad1d-88a8a40781ff,-843.7053639999999,-909.5791113
be156e1a-bffc-4a7d-9357-a80f006ca99b,-832.26028,-775.2358081
325792e4-7a91-424c-a445-683b76b1c8c7,-823.573519,-759.5359427000001
4fde562f-b2ed-4e28-b15f-594f470a6982,-821.918913,-747.6060467000001
f458ecf0-8415-47da-9668-42fd4955b0f4,-819.4586979999999,-801.0085916
cc8f5eb5-9874-4efc-b720-54b6f0f1dac5,-813.0157959999997,-829.7185565000001
b0c9cddc-0067-4f46-a2e6-93b90818f99c,-811.0028149999998,-878.2077711000001
a63c9bae-59dc-4211-8b24-b75eb7b39609,-808.8711619999999,-843.9001107
6705dd79-1f49-4726-ad62-6bbb371d42a5,-807.4430579999998,-818.8317914
991d0489-36a1-4a5c-ad52-927f4406f930,-806.2022829999996,-792.116081
e8826ad3-1835-43d8-bcea-2e0e430f715b,-800.9205669999997,-773.1861385000001
4b866892-e637-4a32-bd74-90f98574a4c3,-799.214626,-846.6627699000001
0ec64c4e-2e2c-461b-a6c5-d25e455c4904,-796.439507,-829.1113459000001
7a6b5f33-3832-45ab-8746-11c0fdf0c00b,-796.5190009999997,-893.1335932000001
8b44c34d-df87-4528-bde6-59e64ac0bfb1,-795.6885159999997,-882.4534809
3f4ce077-97f0-43c5-9a57-7db194ac302a,-792.6814469999999,-861.1660047
ecee534d-f4dc-477c-b768-aece67fbd08a,-784.4970049999997,-798.7132225
a0386f60-8a8b-4288-961a-ce1c9252585b,-781.2332179999999,-820.8664911000001
6c82369b-63d2-45aa-bc24-98e0901c8d08,-777.5035760000001,-744.9409147
9325927d-6321-40c4-a1a9-9294bd8f59ff,-774.2470369999996,-837.937079
a42d1937-936e-4967-9013-ab2f19d3110c,-773.030976,-822.2319817
0651bc64-11d7-4fa3-93ff-bab35a49af29,-773.397125,-911.1284922000001
ebd841f5-eb60-4e47-8cbc-38aaf2ea0f2e,-766.9130999999998,-853.6515281000001
b1e35678-2dc9-4970-893b-88cb0d30128f,-766.049364,-761.9017884
fa8c2a64-2dc3-4b43-8a7b-da0d8df797b7,-763.8461659999998,-880.3748184000001
3cc648b2-cf9a-470e-9ce0-4ef9811c5404,-760.8778579999998,-748.7909025
11d01aaa-087c-42fb-b276-cf75e8fefb6c,-733.1313839999998,-796.5729765000001
6fcb1f34-b127-4019-b48c-bd3515eb65b3,-732.2458549999997,-862.3968597
36110068-8daf-46bc-ba4f-1e0e3bfddb2f,-725.1747639999999,-875.9937932
05e9d48b-e7ac-4ec0-8406-14f5c958a90d,-721.071711,-781.9988144
d84db1bf-7e3c-46ef-b702-f7a2f853d9b3,-721.1498119999997,-822.4951663
bccb49ca-0f83-4960-b3e5-2205a602ee19,-717.567865,-913.7258878
aa7c60d3-1715-4c81-9aaa-0c4458fe6c84,-889.956295,-901.0070033000001
1b66df2a-ad0f-4b5b-bd2e-fe1981dcbdc7,-889.3725319999999,-907.2747079000001
52ba7bb4-3bc0-4e18-9bbf-53b983d6a161,-863.8353999999999,-913.3857951
15bdc4da-979f-48d3-b844-2a3fae54b640,-862.1663859999999,-831.9218943000001
b50b36cd-4e3b-48df-9959-368581769ca1,-852.6869419999998,-920.8434342
cabd61b7-9f57-4297-a4e2-d3324626bd98,-836.0917329999997,-919.8762137
2237ac74-38fe-4b78-b8a5-f52d0a4c135b,-787.5699759999998,-745.3662092000001
37a27b9c-fe2f-46f2-a441-dad20cfea648,-746.8968459999996,-904.5394453
b9344636-b9fc-4071-a8bf-4235e6b65976,-741.6924389999999,-910.872112
7d64da99-d754-4229-bdf1-abf1c3574ebf,-708.3350439999999,-839.7678065
f407dcd7-ae31-4591-a18e-09a068dc2ad3,-819.354566,-779.5415867
85681b78-f721-4669-bfb7-d791ea68a613,-736.6486299999997,-789.1983903
46176130-fc0c-47f1-a9e9-28b9b72cc167,-735.2854749999997,-768.9986756000001
44543d00-aa55-4927-a81e-f3bb848a22b7,-723.407037,-901.8322015
5b6dd063-ae30-4347-a21a-3a1604f28334,-885.4250299999999,-709.3347307
62c32026-e276-4a3e-9f3e-023758cc37a7,-883.911141,-557.3402166
792d3fff-8e8f-4ace-92b4-ba098f26438c,-882.3540209999996,-641.5716793
45e9f7c9-42f3-41ea-9342-b4d6a8501f83,-879.0389869999999,-615.5808791000001
26f678b9-fba9-422b-b9fe-f889f29be28f,-874.6075419999997,-579.824751
2158e61b-5045-4427-a1b1-78245585f335,-874.369502,-724.8820948
f0b0ca3a-967f-459e-a32d-46de12902201,-863.0372869999997,-616.6154642
f26e94d1-6b8a-4ea3-9c2e-10d048759cc5,-861.5349699999997,-576.2286947
cf4a2e22-d33b-4757-a6bb-b62c10075253,-851.250137,-595.3703583
2ab3300e-6929-43a1-83ad-8d900093a47c,-846.5011399999999,-612.482398
6bbf2ad7-d3d6-4867-8263-66781cebad0a,-830.9223159999997,-593.3468947
72dee6fb-75f8-4dcd-8f44-117ac096f974,-830.1079629999999,-695.4965458
c6b3a9a1-c5d2-4679-95dc-58b68cc1a580,-826.2076349999998,-657.7011635
d030c85c-8331-46f6-9cab-91dc0bb66762,-813.788916,-581.820619
0cd3c015-d649-4941-b58e-ec87ff51c200,-810.5203459999998,-619.3591084
18f6591d-6b4a-488b-bff4-9b0437bad7c4,-801.1523689999999,-700.2755063
24bf70c4-952f-47cf-8c18-f2a113cb93d3,-787.182155,-645.602436
7344e76f-3d5b-4b18-a62e-00fd79e731e6,-787.465968,-543.2405525
ade4857f-6c05-4276-875c-5bcff0fbc84b,-783.7269259999998,-635.3677799
6ddd366b-ebc7-419a-8365-bb251d18c6a3,-780.4850659999997,-577.5968525000001
00d5fe7d-3a30-4458-bac8-314597980a2b,-774.9664679999996,-722.33266
83e8865f-6d39-4580-a283-613a679e281c,-772.2456429999997,-651.2676777
704b0856-2e25-4f49-9e9e-267ce68d9617,-769.8108469999997,-599.6732977
4eb23cba-ec71-488c-8a79-b52e74884140,-736.129817,-607.2990516
f54b1420-a601-4ffb-9f5b-156b276faabe,-736.4189819999997,-595.6078660000001
06e22aae-5403-45cd-ab4d-e0531c2c7479,-732.8969659999998,-724.4680112
b0a8b81e-4f40-4b6e-9f6c-78b761a235ee,-730.6843749999998,-546.7063151
b938595c-17b4-4a62-a185-65541b5e27b3,-728.660253,-575.5729189
e7174ad2-efda-433e-9486-e3e9ab9a8667,-727.1022759999996,-690.5545446
d4c604f0-8685-4ef4-bc41-f554b3aa92bb,-725.7140089999998,-666.0076426
522234ac-d52d-4fa2-9c50-421a81e030b6,-722.93694,-675.9458739
b3d6a52b-0d6b-4e1d-a408-590779d34b8b,-721.085368,-606.1831551
e101d4e3-18ba-40ee-bd16-67b28c4390a4,-720.5058019999997,-652.9415697000001
